date,datetimeObj,type,posts,Overall_EMA
09/24/2015,2015-09-24,TT,3,1.5125016852314532
09/24/2015,2015-09-24,NTT,0,1.1343762639235897
09/24/2015,2015-09-24,Unavailable,0,0.8507821979426923
09/25/2015,2015-09-25,TT,7,2.3880866484570196
09/25/2015,2015-09-25,NTT,2,2.291064986342765
09/25/2015,2015-09-25,Unavailable,0,1.7182987397570735
09/26/2015,2015-09-26,TT,2,1.7887240548178052
09/26/2015,2015-09-26,NTT,0,1.3415430411133538
09/26/2015,2015-09-26,Unavailable,0,1.0061572808350152
09/28/2015,2015-09-28,TT,2,1.2546179606262615
09/28/2015,2015-09-28,NTT,0,0.9409634704696961
09/28/2015,2015-09-28,Unavailable,0,0.705722602852272
09/29/2015,2015-09-29,TT,3,1.2792919521392039
09/29/2015,2015-09-29,NTT,0,0.9594689641044029
09/29/2015,2015-09-29,Unavailable,0,0.7196017230783021
09/30/2015,2015-09-30,TT,1,0.7897012923087267
09/30/2015,2015-09-30,NTT,0,0.5922759692315449
09/30/2015,2015-09-30,Unavailable,0,0.4442069769236587
10/01/2015,2015-10-01,TT,5,1.5831552326927443
10/01/2015,2015-10-01,NTT,0,1.187366424519558
10/01/2015,2015-10-01,Unavailable,0,0.8905248183896686
10/02/2015,2015-10-02,TT,4,1.6678936137922515
10/02/2015,2015-10-02,NTT,2,1.7509202103441888
10/02/2015,2015-10-02,Unavailable,0,1.3131901577581413
10/05/2015,2015-10-05,TT,1,1.2348926183186058
10/05/2015,2015-10-05,NTT,0,0.9261694637389543
10/05/2015,2015-10-05,Unavailable,0,0.6946270978042156
10/06/2015,2015-10-06,TT,3,1.2709703233531617
10/06/2015,2015-10-06,NTT,0,0.9532277425148712
10/06/2015,2015-10-06,Unavailable,0,0.7149208068861533
10/07/2015,2015-10-07,TT,1,0.786190605164615
10/07/2015,2015-10-07,NTT,0,0.5896429538734612
10/07/2015,2015-10-07,Unavailable,0,0.4422322154050959
10/08/2015,2015-10-08,TT,3,1.0816741615538221
10/08/2015,2015-10-08,NTT,3,1.5612556211653668
10/08/2015,2015-10-08,Unavailable,0,1.170941715874025
10/09/2015,2015-10-09,TT,1,1.1282062869055187
10/09/2015,2015-10-09,NTT,3,1.5961547151791393
10/09/2015,2015-10-09,Unavailable,0,1.1971160363843543
10/12/2015,2015-10-12,TT,2,1.3978370272882656
10/12/2015,2015-10-12,NTT,0,1.0483777704661992
10/12/2015,2015-10-12,Unavailable,0,0.7862833278496494
10/13/2015,2015-10-13,TT,5,1.8397124958872373
10/13/2015,2015-10-13,NTT,0,1.3797843719154277
10/13/2015,2015-10-13,Unavailable,0,1.0348382789365707
10/14/2015,2015-10-14,TT,2,1.276128709202428
10/14/2015,2015-10-14,NTT,0,0.957096531901821
10/14/2015,2015-10-14,Unavailable,0,0.7178223989263657
10/15/2015,2015-10-15,TT,2,1.0383667991947745
10/15/2015,2015-10-15,NTT,2,1.278775099396081
10/15/2015,2015-10-15,Unavailable,0,0.9590813245470606
10/16/2015,2015-10-16,TT,1,0.9693109934102955
10/16/2015,2015-10-16,NTT,1,0.9769832450577216
10/16/2015,2015-10-16,Unavailable,0,0.7327374337932911
10/19/2015,2015-10-19,TT,2,1.0495530753449684
10/19/2015,2015-10-19,NTT,1,1.0371648065087264
10/19/2015,2015-10-19,Unavailable,0,0.7778736048815448
10/20/2015,2015-10-20,TT,3,1.3334052036611588
10/20/2015,2015-10-20,NTT,0,1.000053902745869
10/20/2015,2015-10-20,Unavailable,0,0.7500404270594018
10/21/2015,2015-10-21,TT,3,1.3125303202945513
10/21/2015,2015-10-21,NTT,0,0.9843977402209134
10/21/2015,2015-10-21,Unavailable,0,0.738298305165685
10/22/2015,2015-10-22,TT,0,0.5537237288742637
10/22/2015,2015-10-22,NTT,0,0.41529279665569774
10/22/2015,2015-10-22,Unavailable,1,0.5614695974917733
10/23/2015,2015-10-23,TT,1,0.67110219811883
10/23/2015,2015-10-23,NTT,0,0.5033266485891225
10/23/2015,2015-10-23,Unavailable,0,0.3774949864418418
10/26/2015,2015-10-26,TT,1,0.5331212398313814
10/26/2015,2015-10-26,NTT,1,0.649840929873536
10/26/2015,2015-10-26,Unavailable,1,0.737380697405152
10/27/2015,2015-10-27,TT,2,1.053035523053864
10/27/2015,2015-10-27,NTT,1,1.0397766422903978
10/27/2015,2015-10-27,Unavailable,0,0.7798324817177983
10/28/2015,2015-10-28,TT,2,1.084874361288349
10/28/2015,2015-10-28,NTT,1,1.0636557709662615
10/28/2015,2015-10-28,Unavailable,0,0.7977418282246961
10/29/2015,2015-10-29,TT,3,1.3483063711685221
10/29/2015,2015-10-29,NTT,0,1.0112297783763915
10/29/2015,2015-10-29,Unavailable,0,0.7584223337822936
10/30/2015,2015-10-30,TT,1,0.8188167503367203
10/30/2015,2015-10-30,NTT,0,0.6141125627525401
10/30/2015,2015-10-30,Unavailable,0,0.4605844220644051
11/01/2015,2015-11-01,TT,4,1.345438316548304
11/01/2015,2015-11-01,NTT,3,1.759078737411228
11/01/2015,2015-11-01,Unavailable,0,1.3193090530584208
11/02/2015,2015-11-02,TT,4,1.9894817897938157
11/02/2015,2015-11-02,NTT,1,1.7421113423453618
11/02/2015,2015-11-02,Unavailable,0,1.3065835067590212
11/03/2015,2015-11-03,TT,1,1.229937630069266
11/03/2015,2015-11-03,NTT,0,0.9224532225519494
11/03/2015,2015-11-03,Unavailable,0,0.691839916913962
11/04/2015,2015-11-04,TT,3,1.2688799376854716
11/04/2015,2015-11-04,NTT,0,0.9516599532641036
11/04/2015,2015-11-04,Unavailable,0,0.7137449649480776
11/05/2015,2015-11-05,TT,1,0.7853087237110583
11/05/2015,2015-11-05,NTT,2,1.0889815427832936
11/05/2015,2015-11-05,Unavailable,0,0.8167361570874702
11/06/2015,2015-11-06,TT,3,1.3625521178156028
11/06/2015,2015-11-06,NTT,0,1.021914088361702
11/06/2015,2015-11-06,Unavailable,0,0.7664355662712764
11/09/2015,2015-11-09,TT,1,0.8248266747034574
11/09/2015,2015-11-09,NTT,0,0.6186200060275929
11/09/2015,2015-11-09,Unavailable,0,0.46396500452069467
11/10/2015,2015-11-10,TT,0,0.34797375339052095
11/10/2015,2015-11-10,NTT,1,0.5109803150428908
11/10/2015,2015-11-10,Unavailable,0,0.38323523628216805
11/11/2015,2015-11-11,TT,1,0.537426427211626
11/11/2015,2015-11-11,NTT,0,0.4030698204087195
11/11/2015,2015-11-11,Unavailable,0,0.3023023653065396
11/12/2015,2015-11-12,TT,2,0.7267267739799047
11/12/2015,2015-11-12,NTT,1,0.7950450804849286
11/12/2015,2015-11-12,Unavailable,0,0.5962838103636964
11/13/2015,2015-11-13,TT,1,0.6972128577727722
11/13/2015,2015-11-13,NTT,0,0.5229096433295791
11/13/2015,2015-11-13,Unavailable,0,0.3921822324971843
11/15/2015,2015-11-15,TT,1,0.5441366743728883
11/15/2015,2015-11-15,NTT,0,0.40810250577966617
11/15/2015,2015-11-15,Unavailable,0,0.3060768793347496
11/19/2015,2015-11-19,TT,3,0.9795576595010623
11/19/2015,2015-11-19,NTT,0,0.7346682446257966
11/19/2015,2015-11-19,Unavailable,0,0.5510011834693475
11/20/2015,2015-11-20,TT,1,0.6632508876020106
11/20/2015,2015-11-20,NTT,0,0.4974381657015079
11/20/2015,2015-11-20,Unavailable,0,0.37307862427613087
11/21/2015,2015-11-21,TT,0,0.2798089682070981
11/21/2015,2015-11-21,NTT,1,0.45985672615532364
11/21/2015,2015-11-21,Unavailable,0,0.34489254461649266
11/24/2015,2015-11-24,TT,0,0.25866940846236947
11/24/2015,2015-11-24,NTT,1,0.44400205634677714
11/24/2015,2015-11-24,Unavailable,0,0.33300154226008283
11/25/2015,2015-11-25,TT,2,0.7497511566950622
11/25/2015,2015-11-25,NTT,1,0.8123133675212967
11/25/2015,2015-11-25,Unavailable,0,0.6092350256409724
12/01/2015,2015-12-01,TT,1,0.7069262692307293
12/01/2015,2015-12-01,NTT,0,0.530194701923047
12/01/2015,2015-12-01,Unavailable,0,0.3976460264422852
12/04/2015,2015-12-04,TT,1,0.5482345198317139
12/04/2015,2015-12-04,NTT,1,0.6611758898737854
12/04/2015,2015-12-04,Unavailable,0,0.495881917405339
12/07/2015,2015-12-07,TT,2,0.8719114380540043
12/07/2015,2015-12-07,NTT,0,0.6539335785405032
12/07/2015,2015-12-07,Unavailable,0,0.4904501839053773
12/11/2015,2015-12-11,TT,1,0.617837637929033
12/11/2015,2015-12-11,NTT,0,0.46337822844677473
12/11/2015,2015-12-11,Unavailable,0,0.347533671335081
12/15/2015,2015-12-15,TT,1,0.5106502535013108
12/15/2015,2015-12-15,NTT,0,0.38298769012598305
12/15/2015,2015-12-15,Unavailable,0,0.28724076759448725
12/16/2015,2015-12-16,TT,0,0.21543057569586543
12/16/2015,2015-12-16,NTT,1,0.41157293177189913
12/16/2015,2015-12-16,Unavailable,0,0.3086796988289243
12/29/2015,2015-12-29,TT,2,0.7315097741216933
12/29/2015,2015-12-29,NTT,0,0.5486323305912699
12/29/2015,2015-12-29,Unavailable,0,0.41147424794345244
01/01/2016,2016-01-01,TT,0,0.3086056859575893
01/01/2016,2016-01-01,NTT,2,0.7314542644681921
01/01/2016,2016-01-01,Unavailable,0,0.548590698351144
01/04/2016,2016-01-04,TT,4,1.4114430237633582
01/04/2016,2016-01-04,NTT,5,2.3085822678225187
01/04/2016,2016-01-04,Unavailable,0,1.731436700866889
01/06/2016,2016-01-06,TT,0,1.2985775256501666
01/06/2016,2016-01-06,NTT,1,1.223933144237625
01/06/2016,2016-01-06,Unavailable,0,0.9179498581782186
01/07/2016,2016-01-07,TT,1,0.938462393633664
01/07/2016,2016-01-07,NTT,0,0.703846795225248
01/07/2016,2016-01-07,Unavailable,0,0.5278850964189359
01/08/2016,2016-01-08,TT,0,0.3959138223142019
01/08/2016,2016-01-08,NTT,1,0.5469353667356515
01/08/2016,2016-01-08,Unavailable,0,0.41020152505173857
01/11/2016,2016-01-11,TT,1,0.557651143788804
01/11/2016,2016-01-11,NTT,0,0.41823835784160296
01/11/2016,2016-01-11,Unavailable,0,0.3136787683812022
01/12/2016,2016-01-12,TT,0,0.23525907628590162
01/12/2016,2016-01-12,NTT,3,0.9264443072144264
01/12/2016,2016-01-12,Unavailable,0,0.6948332304108197
01/14/2016,2016-01-14,TT,1,0.7711249228081148
01/14/2016,2016-01-14,NTT,0,0.578343692106086
01/14/2016,2016-01-14,Unavailable,0,0.43375776907956454
01/20/2016,2016-01-20,TT,0,0.3253183268096734
01/20/2016,2016-01-20,NTT,1,0.4939887451072551
01/20/2016,2016-01-20,Unavailable,0,0.37049155883044127
01/25/2016,2016-01-25,TT,0,0.2778686691228309
01/25/2016,2016-01-25,NTT,4,1.2084015018421235
01/25/2016,2016-01-25,Unavailable,0,0.9063011263815925
01/26/2016,2016-01-26,TT,1,0.9297258447861945
01/26/2016,2016-01-26,NTT,1,0.9472943835896459
01/26/2016,2016-01-26,Unavailable,0,0.7104707876922344
01/27/2016,2016-01-27,TT,1,0.7828530907691759
01/27/2016,2016-01-27,NTT,0,0.5871398180768819
01/27/2016,2016-01-27,Unavailable,0,0.4403548635576614
01/28/2016,2016-01-28,TT,1,0.5802661476682461
01/28/2016,2016-01-28,NTT,0,0.4351996107511846
01/28/2016,2016-01-28,Unavailable,0,0.3263997080633884
01/29/2016,2016-01-29,TT,3,0.9947997810475415
01/29/2016,2016-01-29,NTT,1,0.9960998357856562
01/29/2016,2016-01-29,Unavailable,0,0.747074876839242
02/01/2016,2016-02-01,TT,2,1.0603061576294317
02/01/2016,2016-02-01,NTT,0,0.7952296182220737
02/01/2016,2016-02-01,Unavailable,0,0.5964222136665552
02/02/2016,2016-02-02,TT,0,0.4473166602499164
02/02/2016,2016-02-02,NTT,2,0.8354874951874374
02/02/2016,2016-02-02,Unavailable,0,0.6266156213905779
02/08/2016,2016-02-08,TT,0,0.4699617160429334
02/08/2016,2016-02-08,NTT,1,0.6024712870322001
02/08/2016,2016-02-08,Unavailable,0,0.45185346527415005
02/12/2016,2016-02-12,TT,0,0.3388900989556125
02/12/2016,2016-02-12,NTT,1,0.5041675742167094
02/12/2016,2016-02-12,Unavailable,0,0.37812568066253205
02/17/2016,2016-02-17,TT,0,0.283594260496899
02/17/2016,2016-02-17,NTT,1,0.4626956953726743
02/17/2016,2016-02-17,Unavailable,0,0.3470217715295057
02/24/2016,2016-02-24,TT,1,0.5102663286471293
02/24/2016,2016-02-24,NTT,1,0.6326997464853469
02/24/2016,2016-02-24,Unavailable,0,0.47452480986401013
02/26/2016,2016-02-26,TT,1,0.6058936073980076
02/26/2016,2016-02-26,NTT,0,0.45442020554850565
02/26/2016,2016-02-26,Unavailable,0,0.3408151541613792
02/29/2016,2016-02-29,TT,0,0.25561136562103437
02/29/2016,2016-02-29,NTT,5,1.4417085242157759
02/29/2016,2016-02-29,Unavailable,0,1.081281393161832
03/01/2016,2016-03-01,TT,1,1.0609610448713738
03/01/2016,2016-03-01,NTT,0,0.7957207836535303
03/01/2016,2016-03-01,Unavailable,0,0.5967905877401476
03/04/2016,2016-03-04,TT,2,0.9475929408051108
03/04/2016,2016-03-04,NTT,2,1.210694705603833
03/04/2016,2016-03-04,Unavailable,0,0.9080210292028748
03/08/2016,2016-03-08,TT,0,0.681015771902156
03/08/2016,2016-03-08,NTT,1,0.760761828926617
03/08/2016,2016-03-08,Unavailable,0,0.5705713716949627
03/09/2016,2016-03-09,TT,1,0.6779285287712221
03/09/2016,2016-03-09,NTT,0,0.5084463965784165
03/09/2016,2016-03-09,Unavailable,0,0.3813347974338124
03/15/2016,2016-03-15,TT,0,0.28600109807535923
03/15/2016,2016-03-15,NTT,2,0.7145008235565194
03/15/2016,2016-03-15,Unavailable,0,0.5358756176673896
03/29/2016,2016-03-29,TT,0,0.40190671325054217
03/29/2016,2016-03-29,NTT,2,0.8014300349379068
03/29/2016,2016-03-29,Unavailable,0,0.60107252620343
03/30/2016,2016-03-30,TT,0,0.4508043946525725
03/30/2016,2016-03-30,NTT,1,0.5881032959894293
03/30/2016,2016-03-30,Unavailable,0,0.441077471992072
03/31/2016,2016-03-31,TT,1,0.5808081039940539
03/31/2016,2016-03-31,NTT,0,0.4356060779955404
03/31/2016,2016-03-31,Unavailable,0,0.32670455849665525
04/01/2016,2016-04-01,TT,0,0.2450284188724914
04/01/2016,2016-04-01,NTT,1,0.43377131415436865
04/01/2016,2016-04-01,Unavailable,0,0.32532848561577643
04/07/2016,2016-04-07,TT,0,0.2439963642118323
04/07/2016,2016-04-07,NTT,1,0.43299727315887426
04/07/2016,2016-04-07,Unavailable,0,0.32474795486915564
04/11/2016,2016-04-11,TT,0,0.2435609661518667
04/11/2016,2016-04-11,NTT,1,0.4326707246139001
04/11/2016,2016-04-11,Unavailable,0,0.324503043460425
04/12/2016,2016-04-12,TT,0,0.24337728259531874
04/12/2016,2016-04-12,NTT,1,0.4325329619464891
04/12/2016,2016-04-12,Unavailable,0,0.3243997214598668
04/15/2016,2016-04-15,TT,0,0.24329979109490008
04/15/2016,2016-04-15,NTT,1,0.43247484332117514
04/15/2016,2016-04-15,Unavailable,0,0.3243561324908813
04/21/2016,2016-04-21,TT,0,0.24326709936816096
04/21/2016,2016-04-21,NTT,2,0.6824503245261208
04/21/2016,2016-04-21,Unavailable,0,0.5118377433945905
05/03/2016,2016-05-03,TT,0,0.3838783075459429
05/03/2016,2016-05-03,NTT,2,0.7879087306594572
05/03/2016,2016-05-03,Unavailable,0,0.5909315479945928
05/12/2016,2016-05-12,TT,0,0.44319866099594457
05/12/2016,2016-05-12,NTT,1,0.5823989957469584
05/12/2016,2016-05-12,Unavailable,0,0.4367992468102188
05/20/2016,2016-05-20,TT,0,0.3275994351076641
05/20/2016,2016-05-20,NTT,2,0.7456995763307481
05/20/2016,2016-05-20,Unavailable,0,0.5592746822480611
05/24/2016,2016-05-24,TT,0,0.4194560116860458
05/24/2016,2016-05-24,NTT,2,0.8145920087645344
05/24/2016,2016-05-24,Unavailable,0,0.6109440065734008
06/13/2016,2016-06-13,TT,0,0.45820800493005054
06/13/2016,2016-06-13,NTT,2,0.843656003697538
06/13/2016,2016-06-13,Unavailable,0,0.6327420027731534
06/15/2016,2016-06-15,TT,0,0.474556502079865
06/15/2016,2016-06-15,NTT,1,0.6059173765598987
06/15/2016,2016-06-15,Unavailable,0,0.45443803241992403
06/16/2016,2016-06-16,TT,0,0.340828524314943
06/16/2016,2016-06-16,NTT,2,0.7556213932362074
06/16/2016,2016-06-16,Unavailable,0,0.5667160449271554
06/24/2016,2016-06-24,TT,0,0.42503703369536655
06/24/2016,2016-06-24,NTT,1,0.568777775271525
06/24/2016,2016-06-24,Unavailable,0,0.4265833314536437
07/07/2016,2016-07-07,TT,0,0.31993749859023274
07/07/2016,2016-07-07,NTT,1,0.4899531239426746
07/07/2016,2016-07-07,Unavailable,0,0.3674648429570059
08/01/2016,2016-08-01,TT,1,0.5255986322177545
08/01/2016,2016-08-01,NTT,0,0.39419897416331584
08/01/2016,2016-08-01,Unavailable,0,0.2956492306224868
08/26/2016,2016-08-26,TT,1,0.4717369229668652
08/26/2016,2016-08-26,NTT,0,0.3538026922251489
08/26/2016,2016-08-26,Unavailable,0,0.26535201916886164
08/29/2016,2016-08-29,TT,0,0.19901401437664623
08/29/2016,2016-08-29,NTT,0,0.14926051078248465
08/29/2016,2016-08-29,Unavailable,1,0.3619453830868635
09/01/2016,2016-09-01,TT,0,0.27145903731514764
09/01/2016,2016-09-01,NTT,1,0.45359427798636076
09/01/2016,2016-09-01,Unavailable,0,0.34019570848977054
09/11/2016,2016-09-11,TT,20,5.255146781367329
09/11/2016,2016-09-11,NTT,9,6.191360086025497
09/11/2016,2016-09-11,Unavailable,0,4.643520064519122
09/12/2016,2016-09-12,TT,1,3.7326400483893414
09/12/2016,2016-09-12,NTT,0,2.799480036292006
09/12/2016,2016-09-12,Unavailable,0,2.099610027219004
09/13/2016,2016-09-13,TT,1,1.824707520414253
09/13/2016,2016-09-13,NTT,0,1.3685306403106896
09/13/2016,2016-09-13,Unavailable,0,1.0263979802330172
09/14/2016,2016-09-14,TT,0,0.7697984851747629
09/14/2016,2016-09-14,NTT,1,0.8273488638810722
09/14/2016,2016-09-14,Unavailable,0,0.620511647910804
09/15/2016,2016-09-15,TT,7,2.2153837359331034
09/15/2016,2016-09-15,NTT,6,3.161537801949828
09/15/2016,2016-09-15,Unavailable,1,2.621153351462371
09/19/2016,2016-09-19,TT,1,2.215865013596778
09/19/2016,2016-09-19,NTT,0,1.6618987601975834
09/19/2016,2016-09-19,Unavailable,0,1.2464240701481875
09/21/2016,2016-09-21,TT,1,1.1848180526111405
09/21/2016,2016-09-21,NTT,0,0.8886135394583553
09/21/2016,2016-09-21,Unavailable,0,0.6664601545937664
09/22/2016,2016-09-22,TT,1,0.7498451159453248
09/22/2016,2016-09-22,NTT,0,0.5623838369589935
09/22/2016,2016-09-22,Unavailable,0,0.42178787771924514
09/23/2016,2016-09-23,TT,9,2.566340908289434
09/23/2016,2016-09-23,NTT,1,2.1747556812170754
09/23/2016,2016-09-23,Unavailable,0,1.6310667609128064
09/28/2016,2016-09-28,TT,2,1.723300070684605
09/28/2016,2016-09-28,NTT,0,1.2924750530134534
09/28/2016,2016-09-28,Unavailable,0,0.96935628976009
09/29/2016,2016-09-29,TT,1,0.9770172173200675
09/29/2016,2016-09-29,NTT,0,0.7327629129900506
09/29/2016,2016-09-29,Unavailable,2,1.0495721847425379
09/30/2016,2016-09-30,TT,8,2.7871791385569034
09/30/2016,2016-09-30,NTT,4,3.0903843539176776
09/30/2016,2016-09-30,Unavailable,0,2.3177882654382578
10/03/2016,2016-10-03,TT,3,2.4883411990786932
10/03/2016,2016-10-03,NTT,0,1.86625589930902
10/03/2016,2016-10-03,Unavailable,0,1.3996919244817647
10/05/2016,2016-10-05,TT,1,1.2997689433613235
10/05/2016,2016-10-05,NTT,0,0.9748267075209925
10/05/2016,2016-10-05,Unavailable,0,0.7311200306407443
10/07/2016,2016-10-07,TT,4,1.5483400229805584
10/07/2016,2016-10-07,NTT,4,2.1612550172354186
10/07/2016,2016-10-07,Unavailable,0,1.6209412629265638
10/10/2016,2016-10-10,TT,3,1.965705947194923
10/10/2016,2016-10-10,NTT,0,1.474279460396192
10/10/2016,2016-10-10,Unavailable,0,1.1057095952971439
10/11/2016,2016-10-11,TT,2,1.3292821964728578
10/11/2016,2016-10-11,NTT,0,0.9969616473546433
10/11/2016,2016-10-11,Unavailable,0,0.7477212355159824
10/12/2016,2016-10-12,TT,2,1.0607909266369868
10/12/2016,2016-10-12,NTT,0,0.7955931949777401
10/12/2016,2016-10-12,Unavailable,0,0.596694896233305
10/14/2016,2016-10-14,TT,5,1.697521172174979
10/14/2016,2016-10-14,NTT,3,2.0231408791312346
10/14/2016,2016-10-14,Unavailable,0,1.5173556593484259
10/17/2016,2016-10-17,TT,0,1.1380167445113192
10/17/2016,2016-10-17,NTT,0,0.8535125583834894
10/17/2016,2016-10-17,Unavailable,1,0.8901344187876171
10/18/2016,2016-10-18,TT,1,0.9176008140907128
10/18/2016,2016-10-18,NTT,1,0.9382006105680346
10/18/2016,2016-10-18,Unavailable,0,0.7036504579260259
10/21/2016,2016-10-21,TT,4,1.5277378434445197
10/21/2016,2016-10-21,NTT,6,2.6458033825833898
10/21/2016,2016-10-21,Unavailable,0,1.984352536937542
10/24/2016,2016-10-24,TT,4,2.4882644027031566
10/24/2016,2016-10-24,NTT,0,1.8661983020273674
10/24/2016,2016-10-24,Unavailable,0,1.3996487265205253
10/26/2016,2016-10-26,TT,2,1.5497365448903941
10/26/2016,2016-10-26,NTT,0,1.1623024086677956
10/26/2016,2016-10-26,Unavailable,0,0.8717268065008467
10/28/2016,2016-10-28,TT,6,2.1537951048756354
10/28/2016,2016-10-28,NTT,4,2.6153463286567264
10/28/2016,2016-10-28,Unavailable,0,1.9615097464925446
11/03/2016,2016-11-03,TT,0,1.4711323098694082
11/03/2016,2016-11-03,NTT,1,1.3533492324020562
11/03/2016,2016-11-03,Unavailable,0,1.015011924301542
11/04/2016,2016-11-04,TT,9,3.0112589432261574
11/04/2016,2016-11-04,NTT,0,2.258444207419618
11/04/2016,2016-11-04,Unavailable,0,1.6938331555647133
11/05/2016,2016-11-05,TT,1,1.520374866673535
11/05/2016,2016-11-05,NTT,0,1.140281150005151
11/05/2016,2016-11-05,Unavailable,0,0.8552108625038632
11/10/2016,2016-11-10,TT,0,0.6414081468778974
11/10/2016,2016-11-10,NTT,1,0.731056110158423
11/10/2016,2016-11-10,Unavailable,0,0.5482920826188172
11/11/2016,2016-11-11,TT,1,0.6612190619641128
11/11/2016,2016-11-11,NTT,1,0.7459142964730846
11/11/2016,2016-11-11,Unavailable,0,0.5594357223548134
11/14/2016,2016-11-14,TT,4,1.4195767917661102
11/14/2016,2016-11-14,NTT,0,1.0646825938245825
11/14/2016,2016-11-14,Unavailable,0,0.7985119453684368
11/15/2016,2016-11-15,TT,0,0.5988839590263275
11/15/2016,2016-11-15,NTT,2,0.9491629692697457
11/15/2016,2016-11-15,Unavailable,0,0.7118722269523092
11/18/2016,2016-11-18,TT,1,0.783904170214232
11/18/2016,2016-11-18,NTT,3,1.337928127660674
11/18/2016,2016-11-18,Unavailable,0,1.0034460957455054
11/22/2016,2016-11-22,TT,0,0.752584571809129
11/22/2016,2016-11-22,NTT,2,1.0644384288568467
11/22/2016,2016-11-22,Unavailable,0,0.798328821642635
11/23/2016,2016-11-23,TT,1,0.8487466162319762
11/23/2016,2016-11-23,NTT,0,0.6365599621739821
11/23/2016,2016-11-23,Unavailable,0,0.47741997163048655
11/30/2016,2016-11-30,TT,2,0.858064978722865
11/30/2016,2016-11-30,NTT,1,0.8935487340421489
11/30/2016,2016-11-30,Unavailable,0,0.6701615505316115
12/02/2016,2016-12-02,TT,0,0.5026211628987086
12/02/2016,2016-12-02,NTT,1,0.6269658721740314
12/02/2016,2016-12-02,Unavailable,0,0.4702244041305235
12/09/2016,2016-12-09,TT,1,0.6026683030978927
12/09/2016,2016-12-09,NTT,4,1.4520012273234195
12/09/2016,2016-12-09,Unavailable,0,1.0890009204925646
12/14/2016,2016-12-14,TT,1,1.0667506903694235
12/14/2016,2016-12-14,NTT,0,0.8000630177770676
12/14/2016,2016-12-14,Unavailable,0,0.6000472633328006
12/16/2016,2016-12-16,TT,2,0.9500354474996004
12/16/2016,2016-12-16,NTT,1,0.9625265856247004
12/16/2016,2016-12-16,Unavailable,0,0.7218949392185252
12/18/2016,2016-12-18,TT,1,0.791421204413894
12/18/2016,2016-12-18,NTT,0,0.5935659033104204
12/18/2016,2016-12-18,Unavailable,0,0.44517442748281527
12/20/2016,2016-12-20,TT,1,0.5838808206121114
12/20/2016,2016-12-20,NTT,0,0.43791061545908355
12/20/2016,2016-12-20,Unavailable,0,0.3284329615943126
12/23/2016,2016-12-23,TT,0,0.24632472119573445
12/23/2016,2016-12-23,NTT,4,1.184743540896801
12/23/2016,2016-12-23,Unavailable,0,0.8885576556726007
12/30/2016,2016-12-30,TT,1,0.9164182417544505
12/30/2016,2016-12-30,NTT,0,0.6873136813158378
12/30/2016,2016-12-30,Unavailable,0,0.5154852609868783
01/06/2017,2017-01-06,TT,0,0.3866139457401587
01/06/2017,2017-01-06,NTT,2,0.7899604593051192
01/06/2017,2017-01-06,Unavailable,0,0.5924703444788393
01/13/2017,2017-01-13,TT,1,0.6943527583591295
01/13/2017,2017-01-13,NTT,0,0.5207645687693471
01/13/2017,2017-01-13,Unavailable,0,0.3905734265770103
01/20/2017,2017-01-20,TT,0,0.29293006993275766
01/20/2017,2017-01-20,NTT,7,1.9696975524495686
01/20/2017,2017-01-20,Unavailable,0,1.4772731643371761
01/23/2017,2017-01-23,TT,0,1.107954873252882
01/23/2017,2017-01-23,NTT,1,1.0809661549396614
01/23/2017,2017-01-23,Unavailable,0,0.810724616204746
01/26/2017,2017-01-26,TT,0,0.6080434621535594
01/26/2017,2017-01-26,NTT,1,0.7060325966151696
01/26/2017,2017-01-26,Unavailable,0,0.5295244474613772
01/27/2017,2017-01-27,TT,0,0.3971433355960329
01/27/2017,2017-01-27,NTT,5,1.547857501697025
01/27/2017,2017-01-27,Unavailable,0,1.1608931262727686
02/03/2017,2017-02-03,TT,0,0.8706698447045764
02/03/2017,2017-02-03,NTT,3,1.4030023835284322
02/03/2017,2017-02-03,Unavailable,0,1.052251787646324
02/09/2017,2017-02-09,TT,1,1.039188840734743
02/09/2017,2017-02-09,NTT,0,0.7793916305510572
02/09/2017,2017-02-09,Unavailable,0,0.5845437229132928
02/10/2017,2017-02-10,TT,1,0.6884077921849696
02/10/2017,2017-02-10,NTT,3,1.2663058441387272
02/10/2017,2017-02-10,Unavailable,0,0.9497293831040453
02/16/2017,2017-02-16,TT,0,0.7122970373280338
02/16/2017,2017-02-16,NTT,1,0.7842227779960255
02/16/2017,2017-02-16,Unavailable,0,0.5881670834970191
02/17/2017,2017-02-17,TT,0,0.4411253126227643
02/17/2017,2017-02-17,NTT,5,1.5808439844670734
02/17/2017,2017-02-17,Unavailable,0,1.185632988350305
02/24/2017,2017-02-24,TT,1,1.1392247412627288
02/24/2017,2017-02-24,NTT,2,1.3544185559470465
02/24/2017,2017-02-24,Unavailable,0,1.015813916960285
02/28/2017,2017-02-28,TT,2,1.2618604377202136
02/28/2017,2017-02-28,NTT,0,0.9463953282901602
02/28/2017,2017-02-28,Unavailable,0,0.70979649621762
03/03/2017,2017-03-03,TT,0,0.5323473721632149
03/03/2017,2017-03-03,NTT,1,0.6492605291224112
03/03/2017,2017-03-03,Unavailable,0,0.4869453968418083
03/10/2017,2017-03-10,TT,0,0.3652090476313562
03/10/2017,2017-03-10,NTT,4,1.2739067857235173
